Prompt,Response
"Massive incident on Salinas Crest Road, it's a vehicle rollovers involving a pedestrian. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 79.","Location of the incident: Salinas Crest Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 79
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jackson Port Road, it's a fender benders involving a car and a motorcycle. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 28.","Location of the incident: Jackson Port Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 28
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Lin Crescent Road, it's a vehicle rollovers involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 20.","Location of the incident: Lin Crescent Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 20
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Curtis Ramp Road, it's a multi-vehicle pile-ups involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 81.","Location of the incident: Curtis Ramp Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 81
Casualties: NA
Nature of traffic accident: Multi-vehicle Pile-ups
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Lisa Avenue Road, it's a pedestrian accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 27.","Location of the incident: Lisa Avenue Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 27
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Cummings Shoal Road, it's a fender benders involving 2 cars. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 74.","Location of the incident: Cummings Shoal Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 74
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Curtis Drive Road, it's a rear-end collisions involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 68.","Location of the incident: Curtis Drive Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 68
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Paul Alley Road, it's a vehicle rollovers involving a car and a truck. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 21.","Location of the incident: Paul Alley Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 21
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on James Ferry Road, it's a motorcycle accidents involving 2 cars. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 20.","Location of the incident: James Ferry Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 20
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Cochran Garden Road, it's a cyclist accidents involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 58.","Location of the incident: Cochran Garden Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 58
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Derek Cape Road, it's a side-swipe accidents involving a car and a truck. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 97.","Location of the incident: Derek Cape Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 97
Casualties: NA
Nature of traffic accident: Side-swipe Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Bates Ville Road, it's a motorcycle accidents involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 35.","Location of the incident: Bates Ville Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 35
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Mary Keys Road, it's a vehicle rollovers involving a cyclist. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 2.","Location of the incident: Mary Keys Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 2
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Vanessa River Road, it's a vehicle rollovers involving a car and a truck. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 46.","Location of the incident: Vanessa River Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 46
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Scott Mountain Road, it's a pedestrian accidents involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 43.","Location of the incident: Scott Mountain Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 43
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Timothy Landing Road, it's a fender benders involving a pedestrian. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 40.","Location of the incident: Timothy Landing Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 40
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Hogan Mission Road, it's a fender benders involving a cyclist. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 65.","Location of the incident: Hogan Mission Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 65
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Payne Cape Road, it's a side-swipe accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 30.","Location of the incident: Payne Cape Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 30
Casualties: NA
Nature of traffic accident: Side-swipe Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Christopher Brooks Road, it's a pedestrian accidents involving a car and a truck. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 88.","Location of the incident: Christopher Brooks Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 88
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jason Course Road, it's a pedestrian accidents involving a car and a truck. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 59.","Location of the incident: Jason Course Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 59
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Kristy Greens Road, it's a hit and run involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 11.","Location of the incident: Kristy Greens Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 11
Casualties: NA
Nature of traffic accident: Hit and Run
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Wright Roads Road, it's a fender benders involving 2 cars. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 63.","Location of the incident: Wright Roads Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 63
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Mason Spur Road, it's a fender benders involving 2 cars. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 41.","Location of the incident: Mason Spur Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 41
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Carr Ridge Road, it's a motorcycle accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 13.","Location of the incident: Carr Ridge Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 13
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Ross Estates Road, it's a pedestrian accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 66.","Location of the incident: Ross Estates Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 66
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Taylor Mount Road, it's a pedestrian accidents involving a cyclist. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 47.","Location of the incident: Taylor Mount Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 47
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Walsh Point Road, it's a vehicle rollovers involving 2 cars. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 76.","Location of the incident: Walsh Point Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 76
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Blanchard Mission Road, it's a motorcycle accidents involving a pedestrian. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 51.","Location of the incident: Blanchard Mission Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 51
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Vanessa Mountains Road, it's a pedestrian accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 1.","Location of the incident: Vanessa Mountains Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 1
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Christopher Ferry Road, it's a pedestrian accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 45.","Location of the incident: Christopher Ferry Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 45
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Boyd Field Road, it's a pedestrian accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 91.","Location of the incident: Boyd Field Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 91
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Schmidt Center Road, it's a vehicle rollovers involving a car and a motorcycle. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 30.","Location of the incident: Schmidt Center Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 30
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on James Brook Road, it's a hit and run involving a car and a truck. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 97.","Location of the incident: James Brook Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 97
Casualties: NA
Nature of traffic accident: Hit and Run
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Willie Coves Road, it's a rear-end collisions involving a car and a motorcycle. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 37.","Location of the incident: Willie Coves Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 37
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Paul Fields Road, it's a cyclist accidents involving 2 cars. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 28.","Location of the incident: Paul Fields Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 28
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Joe Plaza Road, it's a fender benders involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 66.","Location of the incident: Joe Plaza Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 66
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Cobb Estates Road, it's a cyclist accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 39.","Location of the incident: Cobb Estates Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 39
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Cook Glens Road, it's a motorcycle accidents involving a car and a truck. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 37.","Location of the incident: Cook Glens Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 37
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Kim Freeway Road, it's a cyclist accidents involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 45.","Location of the incident: Kim Freeway Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 45
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Anthony Drive Road, it's a side-swipe accidents involving a cyclist. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 74.","Location of the incident: Anthony Drive Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 74
Casualties: NA
Nature of traffic accident: Side-swipe Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Amanda Islands Road, it's a motorcycle accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 39.","Location of the incident: Amanda Islands Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 39
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Cox Mission Road, it's a pedestrian accidents involving a pedestrian. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 44.","Location of the incident: Cox Mission Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 44
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Lauren Pass Road, it's a head-on collisions involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 70.","Location of the incident: Lauren Pass Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 70
Casualties: NA
Nature of traffic accident: Head-on Collisions
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Ralph Parkway Road, it's a rear-end collisions involving a car and a truck. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 24.","Location of the incident: Ralph Parkway Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 24
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Shannon Bypass Road, it's a vehicle rollovers involving a car and a motorcycle. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 22.","Location of the incident: Shannon Bypass Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 22
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Dalton Pike Road, it's a rear-end collisions involving 2 cars. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 63.","Location of the incident: Dalton Pike Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 63
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Hunt Expressway Road, it's a pedestrian accidents involving 3 cars in a pile-up. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 89.","Location of the incident: Hunt Expressway Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 89
Casualties: NA
Nature of traffic accident: Pedestrian Accidents
Hazards or obstructions: NA
Vehicles involved: 3 cars in a pile-up
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Miller Station Road, it's a rear-end collisions involving a car and a truck. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 12.","Location of the incident: Miller Station Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 12
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jared Springs Road, it's a rear-end collisions involving 2 cars. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 6.","Location of the incident: Jared Springs Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 6
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jones Mall Road, it's a side-swipe accidents involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 34.","Location of the incident: Jones Mall Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 34
Casualties: NA
Nature of traffic accident: Side-swipe Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on James Turnpike Road, it's a hit and run involving a cyclist. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 81.","Location of the incident: James Turnpike Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 81
Casualties: NA
Nature of traffic accident: Hit and Run
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Christopher Shoals Road, it's a fender benders involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 14.","Location of the incident: Christopher Shoals Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 14
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Mike Lights Road, it's a cyclist accidents involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 67.","Location of the incident: Mike Lights Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 67
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Gary Alley Road, it's a multi-vehicle pile-ups involving a cyclist. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 13.","Location of the incident: Gary Alley Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 13
Casualties: NA
Nature of traffic accident: Multi-vehicle Pile-ups
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Stafford Hill Road, it's a cyclist accidents involving 2 cars. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 82.","Location of the incident: Stafford Hill Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 82
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: 2 cars
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Jones Ridges Road, it's a vehicle rollovers involving a pedestrian. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 87.","Location of the incident: Jones Ridges Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 87
Casualties: NA
Nature of traffic accident: Vehicle Rollovers
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Vasquez Fort Road, it's a hit and run involving a car and a truck. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 76.","Location of the incident: Vasquez Fort Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 76
Casualties: NA
Nature of traffic accident: Hit and Run
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Kimberly Junctions Road, it's a multi-vehicle pile-ups involving a cyclist. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 57.","Location of the incident: Kimberly Junctions Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 57
Casualties: NA
Nature of traffic accident: Multi-vehicle Pile-ups
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Kellie Knoll Road, it's a rear-end collisions involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 62.","Location of the incident: Kellie Knoll Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 62
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Marissa Freeway Road, it's a rear-end collisions involving a car and a motorcycle. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 39.","Location of the incident: Marissa Freeway Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 39
Casualties: NA
Nature of traffic accident: Rear-end Collisions
Hazards or obstructions: NA
Vehicles involved: a car and a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Rodney Junction Road, it's a fender benders involving a car and a truck. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 21.","Location of the incident: Rodney Junction Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 21
Casualties: NA
Nature of traffic accident: Fender Benders
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Flores Village Road, it's a motorcycle accidents involving a car and a truck. There's chaos, and people are trying to help. Near Changi Airport, lamp post number 55.","Location of the incident: Flores Village Road
Prominent landmarks: Changi Airport
Expressway: NA
Nearby lamp post numbers: 55
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Ronald Villages Road, it's a cyclist accidents involving a cyclist. There's chaos, and people are trying to help. Near Gardens by the Bay, lamp post number 32.","Location of the incident: Ronald Villages Road
Prominent landmarks: Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 32
Casualties: NA
Nature of traffic accident: Cyclist Accidents
Hazards or obstructions: NA
Vehicles involved: a cyclist
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Massive incident on Smith Neck Road, it's a motorcycle accidents involving a car and a truck. There's chaos, and people are trying to help. Near Marina Bay Sands, lamp post number 7.","Location of the incident: Smith Neck Road
Prominent landmarks: Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 7
Casualties: NA
Nature of traffic accident: Motorcycle Accidents
Hazards or obstructions: NA
Vehicles involved: a car and a truck
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
